12.921822222222222,77.64439722222222,2016-04-24,2451
12.921822222222222,77.64439722222222,2016-04-24,511
12.922358333333333,77.64505277777778,2016-04-24,12545
12.922533333333332,77.64517777777779,2016-04-24,15884
12.923572222222221,77.65594166666668,2016-04-24,4188
12.923708333333332,77.65568888888889,2016-04-24,992
12.923627777777778,77.65591388888889,2016-04-24,2113
12.969594944444445,77.62980649999999,2016-04-24,726
12.972739194444445,77.64088438888889,2016-04-24,3312
12.97533988888889,77.64092252777779,2016-04-24,4012
12.975751861111112,77.6408691388889,2016-04-24,3900
12.969936361111111,77.64137266666667,2016-04-24,1198
12.938434583333333,77.62977599999999,2016-04-24,2039
12.858645416666667,77.5890045,2016-04-24,3442
12.924066666666667,77.67291944444445,2016-04-24,5789
12.924022222222222,77.67288333333333,2016-04-24,2199
12.919033333333333,77.66833333333334,2016-04-24,2844
12.920780555555554,77.66400277777778,2016-04-24,855
12.920924999999999,77.66338888888889,2016-04-24,662
12.921541666666666,77.66132777777779,2016-04-24,24342
12.918588888888888,77.64230555555557,2016-04-24,1002
12.974991777777777,77.60913847222221,2016-04-24,889
12.9739685,77.613327,2016-04-24,2451
